gender,sexual_orientation,location_type,income_bracket,education_level,interest_tags,app_usage_time_min,app_usage_time_label,swipe_right_ratio,swipe_right_label,likes_received,mutual_matches,profile_pics_count,bio_length,message_sent_count,emoji_usage_rate,last_active_hour,swipe_time_of_day,match_outcome,age,height_cm,weight_kg,zodiac_sign,body_type,relationship_intent
Prefer Not to Say,Straight,Rural,Low,PhD,"Running, Clubbing, Fashion",160,Addicted,0.3,Balanced,170,24,1,150,80,0.2,16,Afternoon,Chat Ignored,45,175,75.0,Pisces,Slim,Friends Only
Male,Demisexual,Metro,Very Low,Master’s,"Stand-up Comedy, Traveling, Foodie",240,Extreme User,0.5,Optimistic,145,18,5,400,5,0.45,17,Evening,Mutual Match,35,170,68.7,Aries,Curvy,Serious Relationship
Non-binary,Pansexual,Suburban,Upper-Middle,Bachelor’s,"Art, Reading, History",100,High,0.65,Optimistic,185,20,2,10,75,0.3,2,Early Morning,One-sided Like,52,185,85.5,Taurus,Muscular,Networking
Genderfluid,Bisexual,Remote Area,Middle,Postdoc,"Coding, Tech, Music",270,Extreme User,0.4,Balanced,50,13,4,480,10,0.55,19,Late Night,Date Happened,30,160,57.4,Gemini,Slim,Exploring
Female,Gay,Urban,Low,MBA,"Binge-Watching, Gaming, Tattoos",10,Very Low,0.7,Swipe Maniac,125,26,3,30,80,0.2,23,After Midnight,Relationship Formed,45,175,75.0,Cancer,Curvy,Casual Dating
Transgender,Asexual,Small Town,Very High,High School,"DIY, Motorcycling, Pets",160,Addicted,0.3,Balanced,170,19,6,150,5,0.45,16,Afternoon,Ghosted,35,170,68.7,Leo,Muscular,Hookups
Prefer Not to Say,Demisexual,Rural,Middle,Associate’s,"Investing, Yoga, Stand-up Comedy",240,Extreme User,0.5,Optimistic,145,22,1,400,75,0.3,17,Evening,Blocked,52,185,85.5,Virgo,Slim,Friends Only
Male,Straight,Metro,Upper-Middle,PhD,"Social Activism, Art, Binge-Watching",100,High,0.65,Optimistic,185,15,5,10,10,0.55,2,Early Morning,Chat Ignored,30,160,57.4,Libra,Curvy,Serious Relationship
Non-binary,Queer,Suburban,Low,Master’s,"Traveling, Photography, Cars",270,Extreme User,0.4,Balanced,50,28,2,480,80,0.2,19,Late Night,Mutual Match,45,175,75.0,Scorpio,Muscular,Networking
Genderfluid,Asexual,Remote Area,High,Bachelor’s,"Gardening, Music, Meditation",10,Very Low,0.7,Swipe Maniac,125,13,4,30,5,0.45,23,After Midnight,One-sided Like,35,170,68.7,Sagittarius,Slim,Exploring
Female,Bisexual,Urban,Middle,Postdoc,"History, Gaming, DIY",160,Addicted,0.3,Balanced,170,26,3,150,75,0.3,16,Afternoon,Date Happened,52,185,85.5,Capricorn,Curvy,Casual Dating
Transgender,Pansexual,Small Town,Upper-Middle,MBA,"Pets, Yoga, Investing",240,Extreme User,0.5,Optimistic,145,19,6,400,10,0.55,17,Evening,Relationship Formed,30,160,57.4,Aquarius,Muscular,Hookups
Prefer Not to Say,Asexual,Rural,Very Low,High School,"Running, Clubbing, Fashion",100,High,0.65,Optimistic,185,22,1,10,80,0.2,2,Early Morning,Ghosted,45,175,75.0,Pisces,Slim,Friends Only
Male,Demisexual,Metro,Middle,Associate’s,"Stand-up Comedy, Traveling, Foodie",270,Extreme User,0.4,Balanced,50,15,5,480,5,0.45,19,Late Night,Blocked,35,170,68.7,Aries,Curvy,Serious Relationship
Non-binary,Pansexual,Suburban,Low,PhD,"Art, Reading, History",10,Very Low,0.7,Swipe Maniac,125,24,2,30,75,0.3,23,After Midnight,Chat Ignored,52,185,85.5,Taurus,Muscular,Networking
Genderfluid,Bisexual,Remote Area,High,Master’s,"Coding, Tech, Music",160,Addicted,0.3,Balanced,170,18,4,150,10,0.55,16,Afternoon,Mutual Match,30,160,57.4,Gemini,Slim,Exploring
Female,Gay,Urban,Upper-Middle,Bachelor’s,"Binge-Watching, Gaming, Tattoos",240,Extreme User,0.5,Optimistic,145,20,3,400,80,0.2,17,Evening,One-sided Like,45,175,75.0,Cancer,Curvy,Casual Dating
Transgender,Asexual,Small Town,Middle,Postdoc,"DIY, Motorcycling, Pets",100,High,0.65,Optimistic,185,13,6,10,5,0.45,2,Early Morning,Date Happened,35,170,68.7,Leo,Muscular,Hookups
Prefer Not to Say,Demisexual,Rural,Low,MBA,"Investing, Yoga, Stand-up Comedy",270,Extreme User,0.4,Balanced,50,26,1,480,75,0.3,19,Late Night,Relationship Formed,52,185,85.5,Virgo,Slim,Friends Only
Male,Straight,Metro,Very High,High School,"Social Activism, Art, Binge-Watching",10,Very Low,0.7,Swipe Maniac,125,19,5,30,10,0.55,23,After Midnight,Ghosted,30,160,57.4,Libra,Curvy,Serious Relationship
Non-binary,Queer,Suburban,Middle,Associate’s,"Traveling, Photography, Cars",160,Addicted,0.3,Balanced,170,22,2,150,80,0.2,16,Afternoon,Blocked,45,175,75.0,Scorpio,Muscular,Networking
Genderfluid,Asexual,Remote Area,Upper-Middle,PhD,"Gardening, Music, Meditation",240,Extreme User,0.5,Optimistic,145,15,4,400,5,0.45,17,Evening,Chat Ignored,35,170,68.7,Sagittarius,Slim,Exploring
Female,Bisexual,Urban,Low,Master’s,"History, Gaming, DIY",100,High,0.65,Optimistic,185,24,3,10,75,0.3,2,Early Morning,Mutual Match,52,185,85.5,Capricorn,Curvy,Casual Dating
Transgender,Pansexual,Small Town,Middle,Bachelor’s,"Pets, Yoga, Investing",270,Extreme User,0.4,Balanced,50,18,6,480,10,0.55,19,Late Night,One-sided Like,30,160,57.4,Aquarius,Muscular,Hookups
Prefer Not to Say,Straight,Rural,Low,Postdoc,"Running, Clubbing, Fashion",10,Very Low,0.7,Swipe Maniac,125,20,1,30,80,0.2,23,After Midnight,Date Happened,45,175,75.0,Pisces,Slim,Friends Only
Male,Demisexual,Metro,Very High,MBA,"Stand-up Comedy, Traveling, Foodie",160,Addicted,0.3,Balanced,170,13,5,150,5,0.45,16,Afternoon,Relationship Formed,35,170,68.7,Aries,Curvy,Serious Relationship
Non-binary,Pansexual,Suburban,Middle,High School,"Art, Reading, History",240,Extreme User,0.5,Optimistic,145,26,2,400,75,0.3,17,Evening,Ghosted,52,185,85.5,Taurus,Muscular,Networking
Genderfluid,Bisexual,Remote Area,Upper-Middle,Associate’s,"Coding, Tech, Music",100,High,0.65,Optimistic,185,19,4,10,10,0.55,2,Early Morning,Blocked,30,160,57.4,Gemini,Slim,Exploring
Female,Gay,Urban,Low,PhD,"Binge-Watching, Gaming, Tattoos",270,Extreme User,0.4,Balanced,50,22,3,480,80,0.2,19,Late Night,Chat Ignored,45,175,75.0,Cancer,Curvy,Casual Dating
Transgender,Asexual,Small Town,Middle,Master’s,"DIY, Motorcycling, Pets",10,Very Low,0.7,Swipe Maniac,125,15,6,30,5,0.45,23,After Midnight,Mutual Match,35,170,68.7,Leo,Muscular,Hookups
Prefer Not to Say,Demisexual,Rural,Very High,Bachelor’s,"Investing, Yoga, Stand-up Comedy",160,Addicted,0.3,Balanced,170,24,1,150,75,0.3,16,Afternoon,One-sided Like,52,185,85.5,Virgo,Slim,Friends Only
Male,Straight,Metro,Middle,Postdoc,"Social Activism, Art, Binge-Watching",240,Extreme User,0.5,Optimistic,145,18,5,400,10,0.55,17,Evening,Date Happened,30,160,57.4,Libra,Curvy,Serious Relationship
Non-binary,Queer,Suburban,Low,MBA,"Traveling, Photography, Cars",100,High,0.65,Optimistic,185,20,2,10,80,0.2,2,Early Morning,Relationship Formed,45,175,75.0,Scorpio,Muscular,Networking
Genderfluid,Asexual,Remote Area,High,High School,"Gardening, Music, Meditation",270,Extreme User,0.4,Balanced,50,13,4,480,5,0.45,19,Late Night,Ghosted,35,170,68.7,Sagittarius,Slim,Exploring
Female,Bisexual,Urban,Upper-Middle,Associate’s,"History, Gaming, DIY",10,Very Low,0.7,Swipe Maniac,125,26,3,30,75,0.3,23,After Midnight,Blocked,52,185,85.5,Capricorn,Curvy,Casual Dating
Transgender,Pansexual,Small Town,Middle,PhD,"Pets, Yoga, Investing",160,Addicted,0.3,Balanced,170,19,6,150,10,0.55,16,Afternoon,Chat Ignored,30,160,57.4,Aquarius,Muscular,Hookups
Prefer Not to Say,Straight,Rural,Low,Master’s,"Running, Clubbing, Fashion",240,Extreme User,0.5,Optimistic,145,22,1,400,80,0.2,17,Evening,Mutual Match,45,175,75.0,Pisces,Slim,Friends Only
Male,Demisexual,Metro,Very High,Bachelor’s,"Stand-up Comedy, Traveling, Foodie",100,High,0.65,Optimistic,185,15,5,10,5,0.45,2,Early Morning,One-sided Like,35,170,68.7,Aries,Curvy,Serious Relationship
Non-binary,Pansexual,Suburban,Middle,Postdoc,"Art, Reading, History",270,Extreme User,0.4,Balanced,50,28,2,480,75,0.3,19,Late Night,Date Happened,52,185,85.5,Taurus,Muscular,Networking
Genderfluid,Bisexual,Remote Area,Upper-Middle,MBA,"Coding, Tech, Music",10,Very Low,0.7,Swipe Maniac,125,13,4,30,10,0.55,23,After Midnight,Relationship Formed,30,160,57.4,Gemini,Slim,Exploring
Female,Gay,Urban,Low,High School,"Binge-Watching, Gaming, Tattoos",160,Addicted,0.3,Balanced,170,26,3,150,80,0.2,16,Afternoon,Ghosted,45,175,75.0,Cancer,Curvy,Casual Dating
Transgender,Asexual,Small Town,Middle,Associate’s,"DIY, Motorcycling, Pets",240,Extreme User,0.5,Optimistic,145,19,6,400,5,0.45,17,Evening,Blocked,35,170,68.7,Leo,Muscular,Hookups
Prefer Not to Say,Demisexual,Rural,Very High,PhD,"Investing, Yoga, Stand-up Comedy",100,High,0.65,Optimistic,185,22,1,10,75,0.3,2,Early Morning,Chat Ignored,52,185,85.5,Virgo,Slim,Friends Only
Male,Straight,Metro,Middle,Master’s,"Social Activism, Art, Binge-Watching",270,Extreme User,0.4,Balanced,50,15,5,480,10,0.55,19,Late Night,Mutual Match,30,160,57.4,Libra,Curvy,Serious Relationship
Non-binary,Queer,Suburban,Low,Bachelor’s,"Traveling, Photography, Cars",10,Very Low,0.7,Swipe Maniac,125,24,2,30,80,0.2,23,After Midnight,One-sided Like,45,175,75.0,Scorpio,Muscular,Networking
Genderfluid,Asexual,Remote Area,High,Postdoc,"Gardening, Music, Meditation",160,Addicted,0.3,Balanced,170,18,4,150,5,0.45,16,Afternoon,Date Happened,35,170,68.7,Sagittarius,Slim,Exploring
Female,Bisexual,Urban,Upper-Middle,MBA,"History, Gaming, DIY",240,Extreme User,0.5,Optimistic,145,20,3,400,75,0.3,17,Evening,Relationship Formed,52,185,85.5,Capricorn,Curvy,Casual Dating
Transgender,Pansexual,Small Town,Middle,High School,"Pets, Yoga, Investing",100,High,0.65,Optimistic,185,13,6,10,10,0.55,2,Early Morning,Ghosted,30,160,57.4,Aquarius,Muscular,Hookups
Prefer Not to Say,Straight,Rural,Low,Associate’s,"Running, Clubbing, Fashion",270,Extreme User,0.4,Balanced,50,26,1,480,80,0.2,19,Late Night,Blocked,45,175,75.0,Pisces,Slim,Friends Only
Male,Demisexual,Metro,Very High,PhD,"Stand-up Comedy, Traveling, Foodie",10,Very Low,0.7,Swipe Maniac,125,19,5,30,5,0.45,23,After Midnight,Chat Ignored,35,170,68.7,Aries,Curvy,Serious Relationship
Non-binary,Pansexual,Suburban,Middle,Master’s,"Art, Reading, History",160,Addicted,0.3,Balanced,170,22,2,150,75,0.3,16,Afternoon,Mutual Match,52,185,85.5,Taurus,Muscular,Networking
Genderfluid,Bisexual,Remote Area,Upper-Middle,Bachelor’s,"Coding, Tech, Music",240,Extreme User,0.5,Optimistic,145,15,4,400,10,0.55,17,Evening,One-sided Like,30,160,57.4,Gemini,Slim,Exploring
Female,Gay,Urban,Low,Postdoc,"Binge-Watching, Gaming, Tattoos",100,High,0.65,Optimistic,185,24,3,10,80,0.2,2,Early Morning,Date Happened,45,175,75.0,Cancer,Curvy,Casual Dating
Transgender,Asexual,Small Town,Middle,MBA,"DIY, Motorcycling, Pets",270,Extreme User,0.4,Balanced,50,18,6,480,5,0.45,19,Late Night,Relationship Formed,35,170,68.7,Leo,Muscular,Hookups
Prefer Not to Say,Demisexual,Rural,Very High,High School,"Investing, Yoga, Stand-up Comedy",10,Very Low,0.7,Swipe Maniac,125,20,1,30,75,0.3,23,After Midnight,Ghosted,52,185,85.5,Virgo,Slim,Friends Only
Male,Straight,Metro,Middle,Associate’s,"Social Activism, Art, Binge-Watching",160,Addicted,0.3,Balanced,170,13,5,150,10,0.55,16,Afternoon,Blocked,30,160,57.4,Libra,Curvy,Serious Relationship
Non-binary,Queer,Suburban,Low,PhD,"Traveling, Photography, Cars",240,Extreme User,0.5,Optimistic,145,26,2,400,80,0.2,17,Evening,Chat Ignored,45,175,75.0,Scorpio,Muscular,Networking
Genderfluid,Asexual,Remote Area,High,Master’s,"Gardening, Music, Meditation",100,High,0.65,Optimistic,185,19,4,10,5,0.45,2,Early Morning,Mutual Match,35,170,68.7,Sagittarius,Slim,Exploring
Female,Bisexual,Urban,Upper-Middle,Bachelor’s,"History, Gaming, DIY",270,Extreme User,0.4,Balanced,50,22,3,480,75,0.3,19,Late Night,One-sided Like,52,185,85.5,Capricorn,Curvy,Casual Dating
Transgender,Pansexual,Small Town,Middle,Postdoc,"Pets, Yoga, Investing",10,Very Low,0.7,Swipe Maniac,125,15,6,30,10,0.55,23,After Midnight,Date Happened,30,160,57.4,Aquarius,Muscular,Hookups
Prefer Not to Say,Straight,Rural,Low,MBA,"Running, Clubbing, Fashion",160,Addicted,0.3,Balanced,170,24,1,150,80,0.2,16,Afternoon,Relationship Formed,45,175,75.0,Pisces,Slim,Friends Only
Male,Demisexual,Metro,Very High,High School,"Stand-up Comedy, Traveling, Foodie",240,Extreme User,0.5,Optimistic,145,18,5,400,5,0.45,17,Evening,Ghosted,35,170,68.7,Aries,Curvy,Serious Relationship
Non-binary,Pansexual,Suburban,Middle,Associate’s,"Art, Reading, History",100,High,0.65,Optimistic,185,20,2,10,75,0.3,2,Early Morning,Blocked,52,185,85.5,Taurus,Muscular,Networking
Genderfluid,Bisexual,Remote Area,Low,PhD,"Coding, Tech, Music",270,Extreme User,0.4,Balanced,50,13,4,480,10,0.55,19,Late Night,Chat Ignored,30,160,57.4,Gemini,Slim,Exploring
Female,Gay,Urban,Upper-Middle,Master’s,"Binge-Watching, Gaming, Tattoos",10,Very Low,0.7,Swipe Maniac,125,26,3,30,80,0.2,23,After Midnight,Mutual Match,45,175,75.0,Cancer,Curvy,Casual Dating
Transgender,Asexual,Small Town,Middle,Bachelor’s,"DIY, Motorcycling, Pets",160,Addicted,0.3,Balanced,170,19,6,150,5,0.45,16,Afternoon,One-sided Like,35,170,68.7,Leo,Muscular,Hookups
Prefer Not to Say,Demisexual,Rural,Very High,Postdoc,"Investing, Yoga, Stand-up Comedy",240,Extreme User,0.5,Optimistic,145,22,1,400,75,0.3,17,Evening,Date Happened,52,185,85.5,Virgo,Slim,Friends Only
Male,Straight,Metro,Middle,MBA,"Social Activism, Art, Binge-Watching",100,High,0.65,Optimistic,185,15,5,10,10,0.55,2,Early Morning,Relationship Formed,30,160,57.4,Libra,Curvy,Serious Relationship
Non-binary,Queer,Suburban,Low,High School,"Traveling, Photography, Cars",270,Extreme User,0.4,Balanced,50,28,2,480,80,0.2,19,Late Night,Ghosted,45,175,75.0,Scorpio,Muscular,Networking
Genderfluid,Asexual,Remote Area,High,Associate’s,"Gardening, Music, Meditation",10,Very Low,0.7,Swipe Maniac,125,13,4,30,5,0.45,23,After Midnight,Blocked,35,170,68.7,Sagittarius,Slim,Exploring
Female,Bisexual,Urban,Middle,PhD,"History, Gaming, DIY",160,Addicted,0.3,Balanced,170,26,3,150,75,0.3,16,Afternoon,Chat Ignored,52,185,85.5,Capricorn,Curvy,Casual Dating
Transgender,Pansexual,Small Town,Upper-Middle,Master’s,"Pets, Yoga, Investing",240,Extreme User,0.5,Optimistic,145,19,6,400,10,0.55,17,Evening,Mutual Match,30,160,57.4,Aquarius,Muscular,Hookups
Prefer Not to Say,Straight,Rural,Low,Bachelor’s,"Running, Clubbing, Fashion",100,High,0.65,Optimistic,185,22,1,10,80,0.2,2,Early Morning,One-sided Like,45,175,75.0,Pisces,Slim,Friends Only
Male,Demisexual,Metro,Very High,Postdoc,"Stand-up Comedy, Traveling, Foodie",270,Extreme User,0.4,Balanced,50,15,5,480,5,0.45,19,Late Night,Date Happened,35,170,68.7,Aries,Curvy,Serious Relationship
Non-binary,Pansexual,Suburban,Middle,MBA,"Art, Reading, History",10,Very Low,0.7,Swipe Maniac,125,24,2,30,75,0.3,23,After Midnight,Relationship Formed,52,185,85.5,Taurus,Muscular,Networking
Genderfluid,Bisexual,Remote Area,Low,High School,"Coding, Tech, Music",160,Addicted,0.3,Balanced,170,18,4,150,10,0.55,16,Afternoon,Ghosted,30,160,57.4,Gemini,Slim,Exploring
Female,Gay,Urban,Upper-Middle,Associate’s,"Binge-Watching, Gaming, Tattoos",240,Extreme User,0.5,Optimistic,145,20,3,400,80,0.2,17,Evening,Blocked,45,175,75.0,Cancer,Curvy,Casual Dating
Transgender,Asexual,Small Town,Middle,PhD,"DIY, Motorcycling, Pets",100,High,0.65,Optimistic,185,13,6,10,5,0.45,2,Early Morning,Chat Ignored,35,170,68.7,Leo,Muscular,Hookups
Prefer Not to Say,Demisexual,Rural,Very High,Master’s,"Investing, Yoga, Stand-up Comedy",270,Extreme User,0.4,Balanced,50,26,1,480,75,0.3,19,Late Night,Mutual Match,52,185,85.5,Virgo,Slim,Friends Only
Male,Straight,Metro,Middle,Bachelor’s,"Social Activism, Art, Binge-Watching",10,Very Low,0.7,Swipe Maniac,125,24,2,30,75,0.3,23,After Midnight,One-sided Like,30,160,57.4,Libra,Curvy,Serious Relationship
Non-binary,Queer,Suburban,Low,Postdoc,"Traveling, Photography, Cars",160,Addicted,0.3,Balanced,170,22,2,150,80,0.2,16,Afternoon,Date Happened,45,175,75.0,Scorpio,Muscular,Networking
Genderfluid,Asexual,Remote Area,High,MBA,"Gardening, Music, Meditation",240,Extreme User,0.5,Optimistic,145,15,4,400,5,0.45,17,Evening,Relationship Formed,35,170,68.7,Sagittarius,Slim,Exploring
Female,Bisexual,Urban,Middle,High School,"History, Gaming, DIY",100,High,0.65,Optimistic,185,24,3,10,75,0.3,2,Early Morning,Ghosted,52,185,85.5,Capricorn,Curvy,Casual Dating
Transgender,Pansexual,Small Town,Upper-Middle,Associate’s,"Pets, Yoga, Investing",270,Extreme User,0.4,Balanced,50,18,6,480,10,0.55,19,Late Night,Blocked,30,160,57.4,Aquarius,Muscular,Hookups
Prefer Not to Say,Straight,Rural,Low,PhD,"Running, Clubbing, Fashion",10,Very Low,0.7,Swipe Maniac,125,20,1,30,80,0.2,23,After Midnight,Chat Ignored,45,175,75.0,Pisces,Slim,Friends Only
Male,Demisexual,Metro,Very High,Master’s,"Stand-up Comedy, Traveling, Foodie",160,Addicted,0.3,Balanced,170,13,5,150,5,0.45,16,Afternoon,Mutual Match,35,170,68.7,Aries,Curvy,Serious Relationship
Non-binary,Pansexual,Suburban,Middle,Bachelor’s,"Art, Reading, History",240,Extreme User,0.5,Optimistic,145,26,2,400,75,0.3,17,Evening,One-sided Like,52,185,85.5,Taurus,Muscular,Networking
Genderfluid,Bisexual,Remote Area,Low,Postdoc,"Coding, Tech, Music",100,High,0.65,Optimistic,185,19,4,10,10,0.55,2,Early Morning,Date Happened,30,160,57.4,Gemini,Slim,Exploring
Female,Gay,Urban,Upper-Middle,MBA,"Binge-Watching, Gaming, Tattoos",270,Extreme User,0.4,Balanced,50,22,3,480,80,0.2,19,Late Night,Relationship Formed,45,175,75.0,Cancer,Curvy,Casual Dating
Transgender,Asexual,Small Town,Middle,High School,"DIY, Motorcycling, Pets",10,Very Low,0.7,Swipe Maniac,125,15,6,30,5,0.45,23,After Midnight,Ghosted,35,170,68.7,Leo,Muscular,Hookups
Prefer Not to Say,Demisexual,Rural,Very High,Associate’s,"Investing, Yoga, Stand-up Comedy",160,Addicted,0.3,Balanced,170,24,1,150,75,0.3,16,Afternoon,Blocked,52,185,85.5,Virgo,Slim,Friends Only
Male,Straight,Metro,Middle,PhD,"Social Activism, Art, Binge-Watching",240,Extreme User,0.5,Optimistic,145,18,5,400,10,0.55,17,Evening,Chat Ignored,30,160,57.4,Libra,Curvy,Serious Relationship
Non-binary,Queer,Suburban,Low,Master’s,"Traveling, Photography, Cars",100,High,0.65,Optimistic,185,20,2,10,80,0.2,2,Early Morning,Mutual Match,45,175,75.0,Scorpio,Muscular,Networking
Genderfluid,Asexual,Remote Area,High,Bachelor’s,"Gardening, Music, Meditation",270,Extreme User,0.4,Balanced,50,13,4,480,5,0.45,19,Late Night,One-sided Like,35,170,68.7,Sagittarius,Slim,Exploring
Female,Bisexual,Urban,Middle,Postdoc,"History, Gaming, DIY",10,Very Low,0.7,Swipe Maniac,125,26,3,30,75,0.3,23,After Midnight,Date Happened,52,185,85.5,Capricorn,Curvy,Casual Dating
Transgender,Pansexual,Small Town,Upper-Middle,MBA,"Pets, Yoga, Investing",160,Addicted,0.3,Balanced,170,19,6,150,10,0.55,16,Afternoon,Relationship Formed,30,160,57.4,Aquarius,Muscular,Hookups
Prefer Not to Say,Asexual,Rural,Low,High School,"Running, Clubbing, Fashion",240,Extreme User,0.5,Optimistic,145,22,1,400,80,0.2,17,Evening,Ghosted,45,175,75.0,Pisces,Slim,Friends Only
Male,Demisexual,Metro,Very High,Associate’s,"Stand-up Comedy, Traveling, Foodie",100,High,0.65,Optimistic,185,15,5,10,5,0.45,2,Early Morning,Blocked,35,170,68.7,Aries,Curvy,Serious Relationship
Non-binary,Pansexual,Suburban,Middle,PhD,"Art, Reading, History",270,Extreme User,0.4,Balanced,50,28,2,480,75,0.3,19,Late Night,Chat Ignored,52,185,85.5,Taurus,Muscular,Networking
Genderfluid,Bisexual,Remote Area,Low,Master’s,"Coding, Tech, Music",10,Very Low,0.7,Swipe Maniac,125,13,4,30,10,0.55,23,After Midnight,Mutual Match,30,160,57.4,Gemini,Slim,Exploring
Female,Gay,Urban,Upper-Middle,Bachelor’s,"Binge-Watching, Gaming, Tattoos",160,Addicted,0.3,Balanced,170,26,3,150,80,0.2,16,Afternoon,One-sided Like,45,175,75.0,Cancer,Curvy,Casual Dating
Transgender,Asexual,Small Town,Middle,Postdoc,"DIY, Motorcycling, Pets",240,Extreme User,0.5,Optimistic,145,19,6,400,5,0.45,17,Evening,Date Happened,35,170,68.7,Leo,Muscular,Hookups
Prefer Not to Say,Demisexual,Rural,Very High,MBA,"Investing, Yoga, Stand-up Comedy",100,High,0.65,Optimistic,185,22,1,10,75,0.3,2,Early Morning,Relationship Formed,52,185,85.5,Virgo,Slim,Friends Only
Male,Straight,Metro,Middle,High School,"Social Activism, Art, Binge-Watching",270,Extreme User,0.4,Balanced,50,15,5,480,10,0.55,19,Late Night,Ghosted,30,160,57.4,Libra,Curvy,Serious Relationship
Non-binary,Queer,Suburban,Low,Associate’s,"Traveling, Photography, Cars",10,Very Low,0.7,Swipe Maniac,125,24,2,30,80,0.2,23,After Midnight,Blocked,45,175,75.0,Scorpio,Muscular,Networking
Genderfluid,Asexual,Remote Area,High,PhD,"Gardening, Music, Meditation",160,Addicted,0.3,Balanced,170,18,4,150,5,0.45,16,Afternoon,Chat Ignored,35,170,68.7,Sagittarius,Slim,Exploring
Female,Bisexual,Urban,Middle,Master’s,"History, Gaming, DIY",240,Extreme User,0.5,Optimistic,145,20,3,400,75,0.3,17,Evening,Mutual Match,52,185,85.5,Capricorn,Curvy,Casual Dating
Transgender,Pansexual,Small Town,Upper-Middle,Bachelor’s,"Pets, Yoga, Investing",100,High,0.65,Optimistic,185,13,6,10,10,0.55,2,Early Morning,One-sided Like,30,160,57.4,Aquarius,Muscular,Hookups
Prefer Not to Say,Straight,Rural,Low,Postdoc,"Running, Clubbing, Fashion",270,Extreme User,0.4,Balanced,50,26,1,480,80,0.2,19,Late Night,Date Happened,45,175,75.0,Pisces,Slim,Friends Only
Male,Demisexual,Metro,Very High,MBA,"Stand-up Comedy, Traveling, Foodie",10,Very Low,0.7,Swipe Maniac,125,19,5,30,5,0.45,23,After Midnight,Relationship Formed,35,170,68.7,Aries,Curvy,Serious Relationship
Non-binary,Pansexual,Suburban,Middle,High School,"Art, Reading, History",160,Addicted,0.3,Balanced,170,22,2,150,75,0.3,16,Afternoon,Ghosted,52,185,85.5,Taurus,Muscular,Networking
Genderfluid,Bisexual,Remote Area,Low,Associate’s,"Coding, Tech, Music",240,Extreme User,0.5,Optimistic,145,15,4,400,10,0.55,17,Evening,Blocked,30,160,57.4,Gemini,Slim,Exploring
Female,Gay,Urban,Upper-Middle,PhD,"Binge-Watching, Gaming, Tattoos",100,High,0.65,Optimistic,185,24,3,10,80,0.2,2,Early Morning,Chat Ignored,45,175,75.0,Cancer,Curvy,Casual Dating
Transgender,Asexual,Small Town,Middle,Master’s,"DIY, Motorcycling, Pets",270,Extreme User,0.4,Balanced,50,18,6,480,5,0.45,19,Late Night,Mutual Match,35,170,68.7,Leo,Muscular,Hookups
Prefer Not to Say,Demisexual,Rural,Very High,Bachelor’s,"Investing, Yoga, Stand-up Comedy",10,Very Low,0.7,Swipe Maniac,125,20,1,30,75,0.3,23,After Midnight,One-sided Like,52,185,85.5,Virgo,Slim,Friends Only
Male,Straight,Metro,Middle,Postdoc,"Social Activism, Art, Binge-Watching",160,Addicted,0.3,Balanced,170,13,5,150,10,0.55,16,Afternoon,Date Happened,30,160,57.4,Libra,Curvy,Serious Relationship
Non-binary,Queer,Suburban,Low,MBA,"Traveling, Photography, Cars",240,Extreme User,0.5,Optimistic,145,26,2,400,80,0.2,17,Evening,Relationship Formed,45,175,75.0,Scorpio,Muscular,Networking
Genderfluid,Asexual,Remote Area,High,High School,"Gardening, Music, Meditation",100,High,0.65,Optimistic,185,19,4,10,5,0.45,2,Early Morning,Ghosted,35,170,68.7,Sagittarius,Slim,Exploring
Female,Bisexual,Urban,Middle,Associate’s,"History, Gaming, DIY",270,Extreme User,0.4,Balanced,50,22,3,480,75,0.3,19,Late Night,Blocked,52,185,85.5,Capricorn,Curvy,Casual Dating
Transgender,Pansexual,Small Town,Upper-Middle,PhD,"Pets, Yoga, Investing",10,Very Low,0.7,Swipe Maniac,125,15,6,30,10,0.55,23,After Midnight,Chat Ignored,30,160,57.4,Aquarius,Muscular,Hookups
Prefer Not to Say,Straight,Rural,Low,Master’s,"Running, Clubbing, Fashion",160,Addicted,0.3,Balanced,170,24,1,150,80,0.2,16,Afternoon,Mutual Match,45,175,75.0,Pisces,Slim,Friends Only
Male,Demisexual,Metro,Very High,Bachelor’s,"Stand-up Comedy, Traveling, Foodie",240,Extreme User,0.5,Optimistic,145,18,5,400,5,0.45,17,Evening,One-sided Like,35,170,68.7,Aries,Curvy,Serious Relationship
Non-binary,Pansexual,Suburban,Middle,Postdoc,"Art, Reading, History",100,High,0.65,Optimistic,185,20,2,10,75,0.3,2,Early Morning,Date Happened,52,185,85.5,Taurus,Muscular,Networking
Genderfluid,Bisexual,Remote Area,Low,MBA,"Coding, Tech, Music",270,Extreme User,0.4,Balanced,50,13,4,480,10,0.55,19,Late Night,Relationship Formed,30,160,57.4,Gemini,Slim,Exploring
Female,Gay,Urban,Upper-Middle,High School,"Binge-Watching, Gaming, Tattoos",10,Very Low,0.7,Swipe Maniac,125,26,3,30,80,0.2,23,After Midnight,Ghosted,45,175,75.0,Cancer,Curvy,Casual Dating
Transgender,Asexual,Small Town,Middle,Associate’s,"DIY, Motorcycling, Pets",160,Addicted,0.3,Balanced,170,19,6,150,5,0.45,16,Afternoon,Blocked,35,170,68.7,Leo,Muscular,Hookups
